Customer_ID,Age,Age_Group,Gender,Subscription_Length,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST000817,44.0,35-44,Laki-laki,9,Credit Card,3,1.0,323654.16,120,555822.53,True
CUST000818,66.0,65-74,Laki-laki,40,Debit Card,3,,189373.91,242,987473.74,False
CUST000819,30.0,25-34,Perempuan,50,Credit Card,1,5.0,170840.88,174,862460.0,False
CUST000820,50.0,45-54,Perempuan,23,Credit Card,2,5.0,197124.09,32,711500.02,False
CUST000821,51.0,45-54,Laki-laki,50,Debit Card,3,1.0,138997.75,275,608220.47,True
CUST000822,58.0,55-64,Laki-laki,13,Credit Card,1,6.0,109513.38,195,707456.44,False
CUST000823,,,Laki-laki,59,PayPal,4,6.0,121812.58,4,908792.58,False
CUST000824,18.0,15-24,Laki-laki,32,PayPal,2,4.0,126361.59,281,682521.09,False
CUST000825,38.0,35-44,Perempuan,50,PayPal,2,6.0,134280.25,21,855383.75,False
CUST000826,65.0,65-74,Laki-laki,15,PayPal,2,6.0,190384.8,238,715712.07,False
CUST000827,23.0,15-24,Perempuan,36,PayPal,1,1.0,241940.33,93,663314.13,True
CUST000828,45.0,45-54,Laki-laki,49,PayPal,2,5.0,243119.71,89,857237.05,False
CUST000829,34.0,25-34,Laki-laki,5,PayPal,1,2.0,84241.06,113,460630.13,True
CUST000830,22.0,15-24,Laki-laki,22,PayPal,5,7.0,316914.88,221,817475.27,True
CUST000831,,,Laki-laki,16,PayPal,3,9.0,292148.01,98,884531.16,False
CUST000832,,,Laki-laki,41,Debit Card,1,9.0,327866.22,142,1088394.53,False
CUST000833,55.0,55-64,Perempuan,10,Debit Card,2,9.0,175221.41,150,819834.02,False
CUST000834,20.0,15-24,Laki-laki,24,PayPal,3,,252217.74,48,800290.1,False
CUST000835,,,Laki-laki,18,Debit Card,3,7.0,126698.56,51,715712.07,False
CUST000836,54.0,45-54,Laki-laki,49,Debit Card,5,1.0,290800.15,208,675276.36,True
CUST000837,54.0,45-54,Perempuan,18,PayPal,1,6.0,125013.74,11,704086.8,False
CUST000838,27.0,25-34,Perempuan,7,PayPal,0,5.0,166628.82,270,645118.06,False
CUST000839,27.0,25-34,Perempuan,4,Debit Card,0,,208243.91,263,778218.94,False
CUST000840,,,Perempuan,26,PayPal,4,8.0,234527.12,197,850497.77,False
CUST000841,34.0,25-34,Laki-laki,5,PayPal,0,4.0,225597.57,186,637367.88,False
CUST000842,38.0,35-44,Laki-laki,55,PayPal,1,1.0,110018.83,296,711836.98,True
CUST000843,31.0,25-34,Laki-laki,16,PayPal,1,6.0,190890.25,221,730706.98,False
CUST000844,26.0,25-34,Perempuan,35,Debit Card,2,10.0,317420.32,81,1011903.64,False
CUST000845,63.0,55-64,Laki-laki,26,Credit Card,1,1.0,304784.16,222,640400.56,True
CUST000846,,,Laki-laki,18,Debit Card,3,5.0,233516.23,170,722451.35,False
CUST000847,,,Perempuan,29,Credit Card,4,5.0,228798.73,86,728179.75,False
CUST000848,62.0,55-64,Perempuan,23,Credit Card,2,,112546.06,44,572333.78,True
CUST000849,30.0,25-34,Perempuan,53,Credit Card,3,5.0,134785.7,261,794898.67,False
CUST000850,21.0,15-24,Laki-laki,14,Debit Card,2,,148095.79,104,714195.73,False
CUST000851,18.0,15-24,Laki-laki,15,Debit Card,2,5.0,207569.98,284,673086.09,False
CUST000852,66.0,65-74,Perempuan,49,Debit Card,2,1.0,269065.95,228,746881.26,True
CUST000853,57.0,55-64,Laki-laki,33,Debit Card,2,7.0,200662.21,188,869536.25,False
CUST000854,49.0,45-54,Perempuan,25,Debit Card,4,,116084.18,121,553969.23,True
CUST000855,51.0,45-54,Perempuan,21,Credit Card,1,7.0,195270.78,149,834997.41,False
CUST000856,45.0,45-54,Laki-laki,17,Debit Card,1,5.0,125350.7,352,660449.93,True
CUST000857,48.0,45-54,Perempuan,23,Credit Card,1,,274120.42,305,672075.2,True
CUST000858,25.0,25-34,Perempuan,57,Debit Card,5,6.0,126361.59,57,825225.45,True
CUST000859,56.0,55-64,Perempuan,43,Debit Card,4,1.0,206222.12,341,631639.49,True
CUST000860,43.0,35-44,Laki-laki,17,PayPal,1,6.0,259462.47,189,804333.67,False
CUST000861,,,Perempuan,58,Credit Card,2,4.0,141861.95,357,822361.25,True
CUST000862,20.0,15-24,Perempuan,14,Debit Card,4,4.0,103448.02,38,515555.3,False
CUST000863,67.0,65-74,Perempuan,29,Debit Card,0,5.0,226608.46,201,781251.62,False
CUST000864,29.0,25-34,Perempuan,20,Debit Card,3,9.0,97888.11,229,787485.45,False
CUST000865,18.0,15-24,Perempuan,30,PayPal,3,1.0,232842.3,131,564752.08,True
CUST000866,61.0,55-64,Perempuan,19,Credit Card,3,3.0,274625.86,171,640569.04,True
CUST000867,22.0,15-24,Perempuan,53,Debit Card,4,,167471.23,330,808882.68,True
CUST000868,47.0,45-54,Laki-laki,39,Debit Card,2,2.0,207738.46,35,695157.25,True
CUST000869,47.0,45-54,Laki-laki,56,Debit Card,2,9.0,318936.66,201,1099177.39,False
CUST000870,34.0,25-34,Perempuan,13,PayPal,1,7.0,203357.93,168,767267.6,False
CUST000871,,,Laki-laki,18,Debit Card,3,1.0,336121.84,246,569132.62,True
CUST000872,64.0,55-64,Laki-laki,23,Credit Card,3,,124002.84,224,840220.36,False
CUST000873,40.0,35-44,Perempuan,46,Credit Card,2,6.0,263337.56,341,939961.78,True
CUST000874,32.0,25-34,Laki-laki,33,Credit Card,2,2.0,249185.06,58,664325.02,True
CUST000875,54.0,45-54,Perempuan,39,Credit Card,2,1.0,304615.68,290,714027.25,True
CUST000876,38.0,35-44,Perempuan,40,Debit Card,5,6.0,107660.08,25,780072.24,True
CUST000877,31.0,25-34,Perempuan,18,PayPal,3,7.0,155003.56,32,733739.66,False
CUST000878,19.0,15-24,Perempuan,9,PayPal,2,10.0,117600.52,110,815621.97,False
CUST000879,28.0,25-34,Perempuan,33,PayPal,3,6.0,320116.04,101,849823.84,False
CUST000880,68.0,65-74,Laki-laki,32,Debit Card,4,7.0,192069.62,150,809725.09,False
CUST000881,56.0,55-64,Perempuan,54,PayPal,3,6.0,314219.16,345,953103.38,True
CUST000882,55.0,55-64,Laki-laki,17,Credit Card,1,8.0,158710.16,193,833818.04,False
CUST000883,,,Perempuan,19,Debit Card,0,2.0,116252.67,109,549251.73,True
CUST000884,55.0,55-64,Perempuan,27,PayPal,7,9.0,159215.61,356,781588.58,True
CUST000885,67.0,65-74,Perempuan,6,Credit Card,2,9.0,235201.05,277,829100.54,False
CUST000886,51.0,45-54,Laki-laki,35,Credit Card,4,9.0,297876.4,233,975679.99,False
CUST000887,35.0,35-44,Perempuan,56,Debit Card,0,7.0,181623.73,21,1042735.87,False
CUST000888,47.0,45-54,Perempuan,37,Debit Card,1,9.0,315398.54,252,1018811.41,False
CUST000889,32.0,25-34,Perempuan,34,PayPal,2,1.0,145905.52,14,572502.26,True
CUST000890,44.0,35-44,Perempuan,20,PayPal,1,3.0,259462.47,215,635683.06,True
CUST000891,68.0,65-74,Laki-laki,25,PayPal,0,2.0,270245.33,24,663988.06,True
CUST000892,51.0,45-54,Perempuan,4,Debit Card,1,1.0,153487.22,20,426091.29,True
CUST000893,69.0,65-74,Laki-laki,10,PayPal,1,5.0,90980.35,202,614622.79,False
CUST000894,55.0,55-64,Perempuan,10,PayPal,0,1.0,176569.27,321,514038.96,True
CUST000895,50.0,45-54,Laki-laki,24,Credit Card,2,3.0,95697.85,52,599964.85,True
CUST000896,41.0,35-44,Laki-laki,21,Credit Card,3,6.0,311860.41,357,786137.6,True
CUST000897,32.0,25-34,Perempuan,11,Credit Card,2,6.0,325170.5,186,775354.74,False
CUST000898,47.0,45-54,Perempuan,27,PayPal,8,3.0,270076.85,207,575029.49,True
CUST000899,59.0,55-64,Laki-laki,16,Debit Card,1,4.0,267886.58,360,682689.57,True
CUST000900,68.0,65-74,Perempuan,26,Credit Card,1,7.0,145063.11,95,787148.49,False
CUST000901,34.0,25-34,Perempuan,30,Debit Card,5,6.0,102942.58,348,701559.57,True
CUST000902,22.0,15-24,Perempuan,49,PayPal,2,2.0,286925.06,266,799616.17,True
CUST000903,46.0,45-54,Laki-laki,16,PayPal,1,9.0,225597.57,326,932211.6,True
CUST000904,21.0,15-24,Perempuan,7,Credit Card,2,6.0,256429.79,15,728685.19,False
CUST000905,27.0,25-34,Perempuan,16,Debit Card,2,2.0,281196.67,175,626753.51,True
CUST000906,34.0,25-34,Perempuan,35,Credit Card,3,7.0,187689.09,219,849655.36,False
CUST000907,27.0,25-34,Laki-laki,58,PayPal,3,10.0,120801.68,10,1056214.44,False
CUST000908,34.0,25-34,Perempuan,16,Debit Card,1,10.0,285240.24,19,963380.79,False
CUST000909,37.0,35-44,Laki-laki,40,Credit Card,1,4.0,198977.39,68,785126.7,False
CUST000910,41.0,35-44,Perempuan,12,PayPal,4,1.0,293158.9,278,515723.79,True
CUST000911,22.0,15-24,Laki-laki,35,Credit Card,3,10.0,194933.82,319,963043.83,True
CUST000912,51.0,45-54,Perempuan,49,Debit Card,2,9.0,139166.24,294,990337.93,False
CUST000913,,,Perempuan,21,Debit Card,3,,127540.97,15,847633.57,False
CUST000914,19.0,15-24,Laki-laki,50,Debit Card,3,,272267.11,326,1010050.34,True
CUST000915,30.0,25-34,Laki-laki,43,Debit Card,1,,229472.65,114,843253.04,False
CUST000916,60.0,55-64,Laki-laki,36,Debit Card,3,3.0,186509.71,300,678477.52,True
CUST000917,,,Perempuan,48,Credit Card,0,4.0,208580.87,158,860775.18,False
CUST000918,65.0,65-74,Perempuan,17,Credit Card,1,3.0,223070.33,104,650509.49,True
CUST000919,28.0,25-34,Perempuan,32,Credit Card,3,10.0,144726.15,280,944679.28,False
CUST000920,68.0,65-74,Perempuan,41,Credit Card,0,8.0,179770.43,86,967424.36,False
CUST000921,,,Laki-laki,6,PayPal,2,5.0,158204.72,94,624731.72,False
CUST000922,40.0,35-44,Perempuan,24,PayPal,3,8.0,182466.14,174,817643.75,False
CUST000923,33.0,25-34,Perempuan,27,Credit Card,4,1.0,210771.14,242,506794.23,True
CUST000924,48.0,45-54,Perempuan,20,PayPal,1,9.0,128046.42,262,869873.21,False
CUST000925,28.0,25-34,Perempuan,25,PayPal,3,10.0,183645.52,294,920754.81,False
CUST000926,,,Perempuan,2,Debit Card,0,3.0,181623.73,282,581263.33,True
CUST000927,25.0,25-34,Perempuan,9,Credit Card,1,1.0,156519.89,147,482195.84,True
CUST000928,21.0,15-24,Perempuan,28,PayPal,1,3.0,336627.29,2,725989.48,True
CUST000929,,,Laki-laki,53,PayPal,3,2.0,102774.1,68,678309.04,True
CUST000930,21.0,15-24,Perempuan,38,Credit Card,2,7.0,246657.83,69,921765.71,False
CUST000931,,,Perempuan,3,Debit Card,0,10.0,128383.38,47,845611.79,False
CUST000932,20.0,15-24,Perempuan,20,Credit Card,2,4.0,296360.06,355,711836.98,True
CUST000933,49.0,45-54,Perempuan,6,Debit Card,2,7.0,315230.06,64,751261.8,False
CUST000934,20.0,15-24,Laki-laki,39,PayPal,4,3.0,185667.3,80,655058.5,True
CUST000935,44.0,35-44,Laki-laki,33,Debit Card,3,6.0,292316.49,254,849992.32,False
CUST000936,46.0,45-54,Laki-laki,55,Debit Card,5,7.0,147421.86,237,854372.86,True
CUST000937,49.0,45-54,Laki-laki,1,Credit Card,2,7.0,119622.31,329,650846.45,True
CUST000938,67.0,65-74,Laki-laki,37,PayPal,4,5.0,164101.59,139,736435.37,False
CUST000939,,,Laki-laki,6,Credit Card,3,6.0,170672.39,264,663988.06,False
CUST000940,36.0,35-44,Perempuan,45,Credit Card,5,3.0,184656.41,316,692293.05,True
CUST000941,38.0,35-44,Laki-laki,34,PayPal,0,4.0,178422.57,154,782767.95,False
CUST000942,,,Laki-laki,47,Credit Card,1,6.0,188194.53,132,906265.35,False
CUST000943,35.0,35-44,Perempuan,15,Credit Card,2,3.0,263674.53,226,616307.61,True
CUST000944,45.0,45-54,Laki-laki,45,Debit Card,2,7.0,146242.48,92,881666.96,False
CUST000945,59.0,55-64,Perempuan,26,Credit Card,1,3.0,88958.56,118,603334.49,True
CUST000946,,,Perempuan,57,PayPal,3,9.0,208075.42,126,1057562.3,False
CUST000947,38.0,35-44,Laki-laki,14,Credit Card,6,4.0,197461.05,227,542007.0,True
CUST000948,23.0,15-24,Perempuan,58,Debit Card,5,2.0,99404.45,339,656406.36,True
CUST000949,18.0,15-24,Laki-laki,54,Credit Card,0,,118105.97,179,922102.67,False
CUST000950,22.0,15-24,Laki-laki,7,Credit Card,2,9.0,213129.89,85,845274.82,False
CUST000951,58.0,55-64,Perempuan,46,Credit Card,0,10.0,143546.77,164,1073568.1,False
CUST000952,29.0,25-34,Perempuan,58,Debit Card,3,10.0,305963.54,230,1130683.54,False
CUST000953,43.0,35-44,Laki-laki,31,PayPal,1,2.0,128046.42,206,624226.27,True
CUST000954,63.0,55-64,Perempuan,24,PayPal,4,4.0,89295.53,104,618329.4,False
CUST000955,51.0,45-54,Perempuan,59,Debit Card,2,,197292.57,114,914352.49,False
CUST000956,66.0,65-74,Laki-laki,31,Debit Card,3,9.0,333426.13,188,951924.01,False
CUST000957,31.0,25-34,Laki-laki,29,Credit Card,0,7.0,244467.56,271,885205.09,False
CUST000958,43.0,35-44,Perempuan,42,PayPal,2,,173705.07,51,789507.24,False
CUST000959,62.0,55-64,Laki-laki,32,Debit Card,2,6.0,88453.12,306,779566.79,True
CUST000960,44.0,35-44,Laki-laki,17,PayPal,1,9.0,206727.57,222,906265.35,False
CUST000961,26.0,25-34,Laki-laki,14,Credit Card,4,4.0,136470.52,111,552958.34,False
CUST000962,43.0,35-44,Laki-laki,40,Debit Card,1,2.0,248005.69,55,716217.51,True
CUST000963,64.0,55-64,Laki-laki,36,PayPal,1,5.0,231662.92,12,825899.38,False
CUST000964,39.0,35-44,Laki-laki,58,PayPal,1,7.0,151296.95,190,981576.86,False
CUST000965,64.0,55-64,Laki-laki,48,Credit Card,3,4.0,101594.72,155,721945.91,False
CUST000966,47.0,45-54,Perempuan,24,Debit Card,2,1.0,275131.31,335,593394.05,True
CUST000967,,,Laki-laki,45,PayPal,0,8.0,232168.37,346,993033.65,True
CUST000968,65.0,65-74,Perempuan,54,Credit Card,6,5.0,297033.99,265,869199.28,True
CUST000969,34.0,25-34,Perempuan,27,PayPal,2,10.0,149949.09,360,899526.07,True
CUST000970,43.0,35-44,Perempuan,25,Credit Card,1,2.0,249185.06,104,622036.01,True
CUST000971,53.0,45-54,Laki-laki,59,PayPal,1,3.0,114230.88,163,805850.01,True
CUST000972,18.0,15-24,Laki-laki,32,PayPal,4,10.0,158036.23,141,897167.32,False
CUST000973,,,Perempuan,52,Credit Card,4,10.0,250195.96,237,1056719.89,False
CUST000974,66.0,65-74,Laki-laki,18,Debit Card,2,5.0,292821.93,44,745533.4,False
CUST000975,,,Perempuan,46,Credit Card,5,4.0,165280.96,239,730875.46,True
CUST000976,69.0,65-74,Laki-laki,18,Debit Card,1,,286082.65,97,926146.24,False
CUST000977,32.0,25-34,Laki-laki,37,PayPal,0,9.0,255587.38,98,1060763.46,False
CUST000978,64.0,55-64,Perempuan,26,PayPal,4,8.0,172357.21,324,810567.5,True
CUST000979,39.0,35-44,Perempuan,9,Credit Card,7,2.0,305795.06,53,498201.64,True
CUST000980,31.0,25-34,Perempuan,35,Credit Card,3,5.0,212961.41,109,775017.78,False
CUST000981,43.0,35-44,Laki-laki,8,Debit Card,2,,248005.69,257,833818.04,False
CUST000982,45.0,45-54,Perempuan,20,Debit Card,1,8.0,209423.28,11,877286.43,False
CUST000983,40.0,35-44,Laki-laki,54,Debit Card,2,7.0,198640.43,178,964391.69,False
CUST000984,31.0,25-34,Laki-laki,42,Credit Card,1,4.0,298550.33,294,857405.54,False
CUST000985,41.0,35-44,Laki-laki,22,PayPal,1,3.0,158710.16,25,629280.74,True
CUST000986,19.0,15-24,Perempuan,19,Credit Card,3,8.0,93507.58,126,751430.28,False
CUST000987,62.0,55-64,Perempuan,30,PayPal,3,8.0,306637.47,266,896324.91,False
CUST000988,43.0,35-44,Perempuan,53,Credit Card,6,10.0,292821.93,133,1037512.93,True
CUST000989,31.0,25-34,Laki-laki,28,Credit Card,3,5.0,176906.23,278,751598.76,False
CUST000990,68.0,65-74,Laki-laki,35,Debit Card,1,3.0,131079.09,42,665335.91,True
CUST000991,24.0,15-24,Perempuan,43,PayPal,4,5.0,254913.46,101,800458.58,False
CUST000992,20.0,15-24,Laki-laki,11,Credit Card,3,4.0,104121.95,284,550936.55,False
CUST000993,64.0,55-64,Laki-laki,31,Credit Card,2,8.0,191395.69,277,884868.12,False
CUST000994,40.0,35-44,Perempuan,49,PayPal,7,2.0,105975.26,139,586823.24,True
CUST000995,63.0,55-64,Perempuan,48,Credit Card,1,8.0,235369.53,221,1006175.25,False
CUST000996,60.0,55-64,Perempuan,39,PayPal,0,10.0,91148.83,69,1008365.52,False
CUST000997,64.0,55-64,Laki-laki,36,Debit Card,1,6.0,243288.19,293,892281.34,False
CUST000998,62.0,55-64,Laki-laki,30,Debit Card,2,4.0,254408.01,177,765245.81,False
CUST000999,35.0,35-44,Laki-laki,23,PayPal,5,3.0,207401.5,197,577725.21,True
CUST001000,55.0,55-64,Laki-laki,19,Debit Card,1,10.0,128551.86,33,908624.1,False
CUST001001,52.0,45-54,Laki-laki,12,PayPal,2,5.0,109850.35,301,603334.49,True
CUST001002,68.0,65-74,Perempuan,15,Credit Card,1,6.0,163427.66,228,714869.66,False
CUST001003,32.0,25-34,Laki-laki,31,Credit Card,2,1.0,201841.59,136,576545.83,True
CUST001004,42.0,35-44,Laki-laki,43,PayPal,1,1.0,246489.35,134,698695.37,True
CUST001005,,,Laki-laki,37,Credit Card,0,10.0,84578.03,143,972984.27,False
CUST001006,45.0,45-54,Perempuan,37,Debit Card,1,3.0,264011.49,245,736435.37,True
CUST001007,27.0,25-34,Perempuan,15,Credit Card,4,2.0,264348.45,137,541838.51,True
CUST001008,56.0,55-64,Perempuan,29,Credit Card,0,1.0,196618.64,61,594910.38,True
CUST001009,34.0,25-34,Laki-laki,50,PayPal,2,8.0,171009.36,56,994044.54,False
CUST001010,56.0,55-64,Perempuan,43,Debit Card,3,1.0,297033.99,133,674939.39,True
CUST001011,39.0,35-44,Perempuan,26,Credit Card,1,10.0,282544.52,208,1027235.52,False
CUST001012,43.0,35-44,Perempuan,44,Credit Card,2,8.0,332752.2,126,1013925.43,False
CUST001013,,,Laki-laki,2,PayPal,3,,178254.09,123,566099.94,False
CUST001014,42.0,35-44,Perempuan,20,PayPal,4,,313376.75,231,702233.5,False
CUST001015,,,Laki-laki,15,Debit Card,3,,106312.22,35,743680.1,False
CUST001016,30.0,25-34,Laki-laki,52,Credit Card,5,,188194.53,266,961527.49,True
CUST001017,37.0,35-44,Perempuan,4,PayPal,1,8.0,201841.59,91,766930.63,False
CUST001018,42.0,35-44,Laki-laki,22,PayPal,2,3.0,195607.75,21,624394.76,True
CUST001019,,,Perempuan,50,PayPal,2,8.0,242277.3,140,1024202.84,False
CUST001020,27.0,25-34,Laki-laki,38,Debit Card,2,1.0,127204.0,265,611421.63,True
CUST001021,20.0,15-24,Perempuan,23,PayPal,3,4.0,303267.83,120,715206.62,False
CUST001022,58.0,55-64,Perempuan,59,Debit Card,2,5.0,223744.26,221,973489.72,False
CUST001023,62.0,55-64,Perempuan,26,Debit Card,2,6.0,312702.82,23,832301.7,False
CUST001024,35.0,35-44,Laki-laki,51,Credit Card,5,5.0,84914.99,39,725315.55,True
CUST001025,64.0,55-64,Perempuan,11,Credit Card,2,5.0,243456.67,235,667526.18,False
CUST001026,53.0,45-54,Laki-laki,28,Debit Card,2,5.0,188531.5,241,738288.67,False
CUST001027,64.0,55-64,Perempuan,56,Credit Card,3,9.0,211950.51,128,1070029.98,False
CUST001028,39.0,35-44,Laki-laki,2,Credit Card,1,10.0,272267.11,22,880993.03,False
CUST001029,51.0,45-54,Laki-laki,59,PayPal,3,10.0,141693.47,55,1092943.55,False
CUST001030,64.0,55-64,Perempuan,8,Credit Card,1,3.0,135965.08,330,558855.21,True
CUST001031,25.0,25-34,Perempuan,29,Debit Card,2,2.0,261989.7,47,676624.22,True
CUST001032,57.0,55-64,Perempuan,11,Credit Card,2,10.0,215994.08,234,887900.8,False
CUST001033,66.0,65-74,Perempuan,37,PayPal,2,2.0,143209.81,27,645791.99,True
CUST001034,61.0,55-64,Perempuan,18,Debit Card,2,8.0,206559.09,48,840388.84,False
CUST001035,36.0,35-44,Laki-laki,55,Credit Card,5,5.0,200325.25,167,815116.52,True
CUST001036,59.0,55-64,Perempuan,50,Debit Card,3,5.0,258957.03,271,859764.29,False
CUST001037,,,Perempuan,14,Credit Card,0,6.0,84914.99,81,708804.3,False
CUST001038,54.0,45-54,Laki-laki,54,PayPal,1,9.0,232505.33,118,1117710.42,False
CUST001039,23.0,15-24,Perempuan,10,Credit Card,1,7.0,237391.31,45,754799.92,False
CUST001040,69.0,65-74,Perempuan,35,Debit Card,0,,272604.08,275,826573.31,False
CUST001041,43.0,35-44,Laki-laki,9,Debit Card,2,5.0,308996.22,181,702738.94,False
CUST001042,51.0,45-54,Perempuan,35,Debit Card,4,10.0,195439.27,311,969277.67,True
CUST001043,62.0,55-64,Perempuan,11,Credit Card,3,9.0,170840.88,232,797257.42,False
CUST001044,23.0,15-24,Perempuan,44,Credit Card,0,9.0,110018.83,86,973826.68,False
CUST001045,54.0,45-54,Laki-laki,12,Credit Card,1,2.0,169324.54,105,547566.91,True
CUST001046,50.0,45-54,Perempuan,3,PayPal,3,7.0,101594.72,243,607883.51,False
CUST001047,39.0,35-44,Laki-laki,53,PayPal,3,10.0,287093.54,177,1119563.72,False
CUST001048,38.0,35-44,Perempuan,39,PayPal,2,1.0,288272.92,234,674770.91,True
CUST001049,23.0,15-24,Laki-laki,14,Debit Card,1,4.0,189710.87,78,649498.59,False
CUST001050,23.0,15-24,Perempuan,56,Debit Card,1,2.0,149780.61,126,766088.22,True
CUST001051,65.0,65-74,Laki-laki,28,Debit Card,0,10.0,114062.4,189,960179.63,False
CUST001052,21.0,15-24,Laki-laki,11,Debit Card,3,9.0,299392.74,60,851508.66,False
CUST001053,47.0,45-54,Laki-laki,39,Debit Card,2,6.0,305963.54,220,916711.24,False
CUST001054,28.0,25-34,Laki-laki,25,Credit Card,2,,151465.43,76,680499.3,False
CUST001055,47.0,45-54,Laki-laki,21,Debit Card,3,3.0,241434.89,91,599627.88,True
CUST001056,48.0,45-54,Laki-laki,10,Credit Card,1,4.0,149612.13,116,606704.13,False
CUST001057,41.0,35-44,Perempuan,43,PayPal,1,2.0,141188.02,280,670727.34,True
CUST001058,26.0,25-34,Perempuan,15,PayPal,3,5.0,89632.49,167,586149.31,False
CUST001059,20.0,15-24,Laki-laki,19,PayPal,3,9.0,230146.58,126,875601.61,False
CUST001060,68.0,65-74,Laki-laki,48,PayPal,3,6.0,122149.54,233,825730.9,False
CUST001061,48.0,45-54,Laki-laki,22,PayPal,1,2.0,87442.22,114,553463.78,True
CUST001062,57.0,55-64,Laki-laki,21,Debit Card,0,6.0,110692.76,100,739973.49,False
CUST001063,54.0,45-54,Perempuan,52,Debit Card,3,9.0,163596.14,151,1006343.73,False
CUST001064,53.0,45-54,Laki-laki,44,Debit Card,2,4.0,253397.12,72,825562.41,False
CUST001065,41.0,35-44,Perempuan,32,PayPal,2,1.0,135459.63,349,604682.35,True
CUST001066,48.0,45-54,Perempuan,50,PayPal,3,2.0,308490.77,167,764403.4,True
CUST001067,,,Laki-laki,23,Credit Card,2,5.0,157193.82,72,677635.11,False
CUST001068,19.0,15-24,Laki-laki,13,Debit Card,6,10.0,167976.68,348,778050.45,True
CUST001069,37.0,35-44,Perempuan,5,PayPal,1,7.0,139334.72,353,720766.53,True
CUST001070,45.0,45-54,Perempuan,4,PayPal,3,8.0,148432.75,11,694651.8,False
CUST001071,,,Laki-laki,28,PayPal,3,3.0,102942.58,298,570648.96,True
CUST001072,21.0,15-24,Laki-laki,14,Credit Card,1,9.0,158710.16,229,833312.59,False
CUST001073,32.0,25-34,Laki-laki,8,PayPal,1,2.0,301414.52,126,583116.64,True
CUST001074,23.0,15-24,Perempuan,9,Credit Card,1,4.0,258283.1,153,641579.93,False
CUST001075,66.0,65-74,Perempuan,57,Credit Card,1,4.0,305458.09,162,929684.37,False
CUST001076,47.0,45-54,Laki-laki,51,Debit Card,3,6.0,110692.76,278,840894.29,False
CUST001077,55.0,55-64,Perempuan,35,PayPal,2,10.0,199314.35,179,1007523.11,False
CUST001078,68.0,65-74,Perempuan,37,Credit Card,2,6.0,142198.91,144,799784.65,False
CUST001079,19.0,15-24,Laki-laki,21,PayPal,0,3.0,266538.72,139,712173.94,True
CUST001080,32.0,25-34,Laki-laki,58,Debit Card,1,,329382.55,206,1145341.49,False
CUST001081,28.0,25-34,Perempuan,18,Debit Card,5,5.0,290294.7,96,663651.09,True
CUST001082,25.0,25-34,Perempuan,33,Credit Card,0,2.0,93170.62,214,625405.65,True
CUST001083,43.0,35-44,Laki-laki,8,Debit Card,2,6.0,164270.07,69,644612.61,False
CUST001084,68.0,65-74,Laki-laki,51,Debit Card,5,3.0,91485.79,356,695831.18,True
CUST001085,62.0,55-64,Laki-laki,49,Debit Card,1,8.0,94349.99,318,950913.12,True
CUST001086,61.0,55-64,Laki-laki,17,PayPal,1,3.0,104290.44,19,567784.76,True
CUST001087,,,Laki-laki,43,PayPal,2,5.0,153992.66,316,795067.15,True
CUST001088,23.0,15-24,Perempuan,31,Credit Card,1,4.0,161068.91,351,681173.23,True
CUST001089,43.0,35-44,Perempuan,34,Credit Card,0,4.0,185498.82,101,794224.74,False
CUST001090,21.0,15-24,Perempuan,6,Debit Card,3,2.0,186509.71,81,506625.75,True
CUST001091,36.0,35-44,Perempuan,22,Debit Card,0,8.0,279174.88,183,926483.21,False
CUST001092,37.0,35-44,Laki-laki,14,Credit Card,1,3.0,119959.27,18,579241.55,True
CUST001093,50.0,45-54,Laki-laki,3,Debit Card,2,,124171.33,155,520946.73,False
CUST001094,37.0,35-44,Laki-laki,12,Credit Card,2,6.0,242614.26,341,711163.05,True
CUST001095,66.0,65-74,Perempuan,36,PayPal,0,9.0,228798.73,129,983767.13,False
CUST001096,,,Perempuan,12,Debit Card,3,4.0,123160.43,315,564246.64,True
CUST001097,,,Perempuan,45,Debit Card,2,3.0,299561.22,161,817980.72,True
CUST001098,18.0,15-24,Laki-laki,2,Debit Card,0,5.0,167471.23,119,635009.13,False
CUST001099,43.0,35-44,Perempuan,2,PayPal,3,9.0,176906.23,332,759854.39,True
CUST001100,31.0,25-34,Laki-laki,15,PayPal,3,1.0,190553.28,173,505951.82,True
CUST001101,55.0,55-64,Laki-laki,23,Debit Card,2,5.0,165786.41,153,678982.96,False
CUST001102,54.0,45-54,Laki-laki,29,Credit Card,4,4.0,225092.12,20,714869.66,False
CUST001103,,,Laki-laki,17,PayPal,1,5.0,182466.14,34,723967.69,False
CUST001104,53.0,45-54,Laki-laki,32,Debit Card,2,7.0,149780.61,314,836682.23,True
CUST001105,30.0,25-34,Laki-laki,7,Debit Card,3,,312871.31,60,778555.9,False
CUST001106,60.0,55-64,Perempuan,30,PayPal,2,7.0,162248.29,158,840557.32,False
CUST001107,20.0,15-24,Laki-laki,28,Credit Card,4,1.0,260810.33,364,575029.49,True
CUST001108,50.0,45-54,Laki-laki,14,Debit Card,1,9.0,172020.25,206,876612.5,False
CUST001109,23.0,15-24,Perempuan,44,Credit Card,1,7.0,194259.89,93,923450.53,False
CUST001110,67.0,65-74,Laki-laki,30,Credit Card,5,4.0,143883.74,218,635683.06,True
